Diseases,Temperature,Weather,Region_Type,Air_Quality,Water_Quality,Humidity,time_delay,Risk_percent
Diabetes ,1,20,4,1,1,1,28,36
Diabetes ,2,28,8,3,2,3,30,29
Diabetes ,1,22,15,2,3,2,28,22
Diabetes ,3,27,7,3,2,3,30,31
Diabetes ,2,30,10,2,1,1,29,33
Diabetes ,1,20,3,3,2,3,30,26
Diabetes ,3,30,6,1,3,1,29,31
Gastroenteritis,2,25,10,3,1,3,30,36
Gastroenteritis,3,30,11,1,2,2,29,34
Gastroenteritis,2,24,10,2,3,1,28,24
Gastroenteritis,1,25,16,3,2,3,30,26
Gastroenteritis,3,29,7,2,1,1,28,36
Gastroenteritis,1,27,10,1,3,3,29,31
Gastroenteritis,3,21,2,3,1,2,30,33
Gastroenteritis,2,28,7,2,2,1,28,26
Gastroenteritis,3,20,1,1,1,3,30,52
Gastroenteritis,2,30,16,2,3,2,29,24
Bronchial Asthma,1,27,13,3,2,1,28,22
Bronchial Asthma,3,25,20,1,3,2,30,31
Bronchial Asthma,1,24,9,2,1,3,28,36
Bronchial Asthma,3,29,19,3,2,1,30,26
Bronchial Asthma,2,23,13,2,1,3,29,40
Bronchial Asthma,1,27,11,1,3,1,30,26
Bronchial Asthma,3,23,19,3,2,2,29,26
Bronchial Asthma,1,20,4,2,1,3,30,36
Bronchial Asthma,2,23,5,3,2,2,29,24
Bronchial Asthma,3,27,15,1,3,3,30,37
Hypertension ,2,22,17,2,2,2,28,26
Hypertension ,1,28,12,3,3,1,30,20
Hypertension ,2,20,6,1,1,2,28,40
Hypertension ,3,23,8,3,3,3,30,28
Hypertension ,2,30,11,2,1,2,29,33
Hypertension ,1,25,16,3,2,1,28,22
Hypertension ,2,23,11,2,3,3,30,29
Hypertension ,3,25,6,3,1,1,29,33
Hypertension ,2,28,16,1,3,2,28,28
Hypertension ,3,25,11,2,2,1,29,29
Migraine,1,22,7,1,3,3,28,31
Migraine,2,25,2,2,2,1,30,26
Migraine,3,24,15,1,3,3,28,37
Migraine,1,27,18,2,1,1,29,30
Migraine,2,30,7,1,3,3,28,34
Migraine,3,20,5,2,1,2,30,36
Migraine,1,23,12,3,2,1,29,22
Migraine,2,30,18,1,3,2,30,28
Migraine,1,27,15,3,1,3,29,33
Migraine,2,25,1,2,2,2,30,26
Cervical spondylosis,3,23,8,3,3,1,28,24
Cervical spondylosis,1,28,18,2,2,2,30,24
Cervical spondylosis,3,29,1,3,3,1,28,24
Cervical spondylosis,2,21,3,1,1,3,30,48
Cervical spondylosis,1,26,15,3,3,1,29,20
Cervical spondylosis,3,27,4,2,2,3,30,34
Cervical spondylosis,2,21,13,3,1,2,29,30
Cervical spondylosis,3,30,6,2,3,1,30,26
Cervical spondylosis,1,29,13,3,2,2,28,22
Cervical spondylosis,2,27,19,1,3,1,30,28
Paralysis (brain hemorrhage),3,23,9,2,1,3,29,44
Paralysis (brain hemorrhage),1,24,2,3,2,1,30,22
Paralysis (brain hemorrhage),3,29,11,1,1,2,29,43
Paralysis (brain hemorrhage),2,24,17,2,2,1,28,26
Paralysis (brain hemorrhage),3,29,16,3,1,3,30,40
Paralysis (brain hemorrhage),1,21,19,2,3,1,28,22
Paralysis (brain hemorrhage),3,29,17,3,1,3,30,40
Paralysis (brain hemorrhage),1,21,7,1,2,2,29,28
Paralysis (brain hemorrhage),2,28,10,2,1,3,30,40
Paralysis (brain hemorrhage),1,24,19,1,3,2,28,26
Jaundice,2,20,6,2,1,1,30,33
Jaundice,3,30,18,1,2,2,28,34
Jaundice,2,25,3,2,1,1,29,33
Jaundice,3,29,16,3,3,3,30,28
Jaundice,1,24,9,1,1,2,28,36
Jaundice,2,20,18,2,3,3,29,29
Jaundice,1,28,20,3,2,1,30,22
Jaundice,2,22,17,1,1,3,29,48
Jaundice,1,20,14,3,2,1,30,22
Jaundice,3,21,5,2,1,3,29,44
Malaria,2,25,20,3,3,2,28,55
Malaria,1,22,13,2,2,3,29,72
Malaria,2,30,1,1,3,2,30,71
Malaria,3,29,3,3,1,3,28,95
Malaria,2,22,2,2,2,2,30,66
Malaria,1,25,20,1,3,3,28,78
Malaria,2,22,10,3,1,1,29,77
Malaria,1,29,3,2,3,2,28,55
Malaria,3,25,12,1,2,1,30,85
Malaria,1,29,2,3,1,3,28,84
Chicken pox,2,20,17,2,2,2,29,26
Chicken pox,3,21,18,1,3,1,30,31
Chicken pox,2,26,7,2,1,3,29,40
Chicken pox,1,30,11,1,3,1,28,26
Chicken pox,2,27,19,3,2,2,30,24
Chicken pox,3,26,9,1,1,1,29,43
Chicken pox,1,30,19,2,3,3,30,26
Chicken pox,3,24,14,3,2,2,28,26
Chicken pox,1,23,17,2,3,3,29,26
Chicken pox,2,29,15,1,2,2,30,31
Dengue,3,22,19,2,3,3,29,87
Dengue,2,27,11,1,2,2,28,86
Dengue,3,25,17,3,3,1,29,66
Dengue,1,23,4,2,2,3,28,79
Dengue,3,22,1,1,3,2,30,85
Dengue,1,27,3,2,1,3,28,95
Dengue,2,28,5,3,3,1,29,60
Dengue,3,22,17,2,1,2,28,95
Dengue,2,20,13,1,3,3,30,94
Dengue,3,23,4,3,1,1,28,92
Typhoid,1,21,11,1,3,2,30,26
Typhoid,2,29,5,2,1,1,28,33
Typhoid,1,28,13,3,3,3,29,24
Typhoid,2,30,14,1,2,2,28,31
Typhoid,1,27,1,2,1,1,29,30
Typhoid,3,26,14,1,3,3,30,37
Typhoid,2,23,5,2,1,1,28,33
Typhoid,1,25,15,3,2,2,30,22
Typhoid,2,30,20,2,3,1,28,24
Typhoid,3,21,9,3,1,3,29,40
hepatitis A,2,27,4,2,2,2,30,26
hepatitis A,1,26,2,1,3,3,29,31
hepatitis A,3,27,8,3,2,2,28,26
hepatitis A,2,28,4,2,1,1,29,33
hepatitis A,3,23,20,1,2,3,28,41
hepatitis A,2,20,7,2,1,1,29,33
hepatitis A,1,24,4,1,3,3,30,31
hepatitis A,2,21,1,2,1,2,28,33
hepatitis A,1,25,2,3,3,1,30,20
hepatitis A,2,20,9,2,1,2,28,33
Hepatitis B,1,21,3,1,2,1,30,28
Hepatitis B,2,28,8,3,1,3,29,36
Hepatitis B,1,29,10,2,2,1,30,24
Hepatitis B,2,28,8,3,1,3,28,36
Hepatitis B,1,26,17,2,2,1,30,24
Hepatitis B,3,25,16,3,3,2,28,24
Hepatitis B,1,22,2,2,2,3,30,29
Hepatitis B,2,20,4,1,3,2,28,28
Hepatitis B,1,30,6,2,2,3,30,29
Hepatitis B,3,21,20,1,1,2,29,43
Hepatitis C,1,27,1,3,3,3,30,24
Hepatitis C,3,25,13,1,1,1,28,43
Hepatitis C,1,30,19,2,2,3,30,29
Hepatitis C,3,20,15,1,1,1,28,43
Hepatitis C,1,24,4,2,2,2,30,24
Hepatitis C,3,22,13,3,1,1,29,33
Hepatitis C,2,20,8,1,3,3,28,34
Hepatitis C,1,21,4,2,1,2,29,30
Hepatitis C,2,26,11,3,3,1,30,22
Hepatitis C,1,21,12,1,2,2,28,28
Hepatitis D,2,20,11,2,3,3,30,29
Hepatitis D,1,21,2,3,1,1,29,28
Hepatitis D,3,20,20,1,3,3,30,37
Hepatitis D,1,29,7,2,2,1,29,24
Hepatitis D,2,25,16,3,1,3,30,36
Hepatitis D,3,27,12,1,3,1,29,31
Hepatitis D,2,22,10,3,1,3,28,36
Hepatitis D,3,25,17,2,3,2,29,26
Hepatitis D,2,30,12,3,2,3,28,29
Hepatitis D,3,28,1,2,3,2,30,26
Hepatitis E,2,27,17,1,1,3,29,48
Hepatitis E,1,24,12,2,2,2,28,24
Hepatitis E,3,27,2,3,1,3,30,40
Hepatitis E,1,24,19,2,2,2,28,24
Hepatitis E,2,27,20,1,1,3,30,48
Hepatitis E,3,21,2,3,3,2,28,24
Hepatitis E,2,30,13,2,2,1,30,26
Hepatitis E,1,28,18,3,3,2,28,20
Hepatitis E,2,29,1,1,1,1,30,40
Hepatitis E,1,25,9,3,2,2,28,22
Alcoholic hepatitis,2,22,3,1,1,3,29,48
Alcoholic hepatitis,1,28,13,2,2,2,30,24
Alcoholic hepatitis,2,25,7,1,1,3,29,48
Alcoholic hepatitis,3,27,17,3,2,1,30,26
Alcoholic hepatitis,2,26,8,2,3,3,28,29
Alcoholic hepatitis,3,24,16,3,1,1,29,33
Alcoholic hepatitis,2,22,1,2,2,3,30,31
Alcoholic hepatitis,1,24,11,3,3,2,29,20
Alcoholic hepatitis,2,25,1,1,1,3,30,48
Alcoholic hepatitis,3,20,12,3,2,1,28,26
Tuberculosis,2,26,13,2,3,3,29,29
Tuberculosis,3,27,10,1,2,2,30,34
Tuberculosis,2,24,12,3,1,3,29,36
Tuberculosis,1,27,19,2,3,2,28,22
Tuberculosis,3,23,16,1,1,1,30,43
Tuberculosis,1,22,19,3,3,3,28,24
Tuberculosis,2,28,10,1,2,2,29,31
Tuberculosis,3,21,8,2,1,3,28,44
Tuberculosis,2,22,19,3,2,1,29,24
Tuberculosis,1,20,15,2,3,2,28,22
Common Cold,2,28,3,3,1,3,29,9
Common Cold,3,21,7,1,3,1,28,7
Common Cold,1,23,15,2,1,2,30,7
Common Cold,3,26,13,3,3,1,28,6
Common Cold,2,30,11,1,1,2,30,10
Common Cold,3,21,19,2,2,3,28,8
Common Cold,2,20,1,1,1,2,29,10
Common Cold,3,22,14,3,2,3,30,7
Common Cold,2,23,11,2,1,1,28,8
Common Cold,1,25,20,3,3,3,30,6
Pneumonia,2,30,10,1,1,1,29,40
Pneumonia,1,28,19,3,3,3,30,24
Pneumonia,3,29,14,2,2,1,29,29
Pneumonia,1,28,19,3,1,3,30,33
Pneumonia,2,26,16,1,3,1,29,28
Pneumonia,3,22,1,2,1,2,30,36
Pneumonia,1,21,11,3,2,1,29,22
Pneumonia,2,24,19,2,1,3,28,40
Pneumonia,3,30,8,1,3,1,30,31
Pneumonia,2,23,10,3,1,3,29,36
Dimorphic hemmorhoids(piles),3,24,12,2,3,1,28,26
Dimorphic hemmorhoids(piles),1,20,14,3,2,2,30,22
Dimorphic hemmorhoids(piles),3,29,16,1,3,1,28,31
Dimorphic hemmorhoids(piles),2,24,1,3,2,2,30,24
Dimorphic hemmorhoids(piles),1,29,19,2,3,1,29,22
Dimorphic hemmorhoids(piles),2,28,11,1,1,2,28,40
Dimorphic hemmorhoids(piles),1,27,3,3,2,1,29,22
Dimorphic hemmorhoids(piles),3,26,17,2,3,3,28,31
Dimorphic hemmorhoids(piles),2,21,8,1,2,2,29,31
Dimorphic hemmorhoids(piles),3,20,3,3,1,3,28,40
Heart attack,2,30,14,1,3,1,29,28
Heart attack,1,22,12,3,2,2,28,22
Heart attack,3,23,5,1,3,3,30,37
Heart attack,1,29,12,2,1,2,29,30
Heart attack,2,26,20,1,2,3,28,37
Heart attack,1,28,9,2,3,1,29,22
Heart attack,3,29,16,3,1,2,28,33
Heart attack,1,25,6,1,2,1,30,28
Heart attack,2,23,20,2,3,3,28,29
Heart attack,1,26,7,1,1,2,30,36
Varicose veins,2,21,14,3,2,1,29,24
Varicose veins,3,29,18,1,3,3,28,37
Varicose veins,2,30,6,2,2,2,29,26
Varicose veins,1,27,3,1,3,3,30,31
Varicose veins,2,24,17,3,2,2,29,24
Varicose veins,1,28,3,1,3,3,30,31
Varicose veins,2,24,2,3,2,1,29,24
Varicose veins,1,28,10,1,3,3,30,31
Varicose veins,3,30,8,2,2,2,29,29
Varicose veins,1,22,19,3,1,3,28,33
Hypothyroidism,3,25,7,1,3,2,30,31
Hypothyroidism,1,22,4,2,1,1,28,30
Hypothyroidism,3,30,1,3,3,2,29,24
Hypothyroidism,2,20,11,1,2,1,28,31
Hypothyroidism,3,23,20,3,3,3,29,28
Hypothyroidism,2,26,10,2,2,2,28,26
Hypothyroidism,1,30,9,3,3,3,29,24
Hypothyroidism,2,25,4,1,2,2,30,31
Hypothyroidism,3,23,5,2,3,3,29,31
Hypothyroidism,2,22,10,3,2,1,30,24
Hyperthyroidism,3,24,4,2,3,2,29,26
Hyperthyroidism,1,26,15,1,2,3,30,34
Hyperthyroidism,2,24,17,3,3,1,28,22
Hyperthyroidism,3,21,16,2,2,3,30,34
Hyperthyroidism,1,20,8,1,1,1,29,36
Hyperthyroidism,2,28,17,3,2,3,28,29
Hyperthyroidism,3,20,7,1,1,2,29,43
Hyperthyroidism,1,29,16,2,3,1,28,22
Hyperthyroidism,2,21,17,3,1,3,30,36
Hyperthyroidism,1,25,18,2,2,1,29,24
Hypoglycemia,3,29,6,1,1,2,28,43
Hypoglycemia,2,23,11,3,3,1,29,22
Hypoglycemia,3,21,17,1,2,3,30,41
Hypoglycemia,2,26,8,3,3,1,29,22
Hypoglycemia,1,25,1,2,1,3,28,36
Hypoglycemia,2,21,16,1,3,1,30,28
Hypoglycemia,1,25,14,3,1,2,28,28
Hypoglycemia,2,22,12,1,3,1,30,28
Hypoglycemia,3,30,19,3,1,3,28,40
Hypoglycemia,2,29,9,2,3,2,29,24
Osteoarthristis,1,28,14,3,2,3,28,26
Osteoarthristis,3,27,19,2,1,2,29,36
Osteoarthristis,1,28,5,1,2,3,28,34
Osteoarthristis,3,20,11,3,3,2,30,24
Osteoarthristis,1,24,10,1,1,3,29,43
Osteoarthristis,3,26,1,2,3,2,28,26
Osteoarthristis,2,21,10,3,1,3,29,36
Osteoarthristis,3,22,4,1,3,2,28,31
Osteoarthristis,1,28,7,3,1,1,29,28
Osteoarthristis,3,25,15,1,3,2,28,31
Arthritis,2,24,1,2,2,1,30,26
Arthritis,3,26,3,3,1,2,28,33
Arthritis,2,30,19,2,2,1,30,26
Arthritis,3,24,16,1,1,3,28,52
Arthritis,1,30,6,2,3,1,30,22
Arthritis,3,22,16,3,2,3,29,31
Arthritis,1,21,2,1,1,2,30,36
Arthritis,2,20,15,2,2,1,29,26
Arthritis,3,30,2,1,3,3,30,37
Arthritis,1,21,16,2,2,1,29,24
(vertigo) Paroymsal  Positional Vertigo,2,24,3,3,3,2,28,22
(vertigo) Paroymsal  Positional Vertigo,3,28,18,1,1,3,30,52
(vertigo) Paroymsal  Positional Vertigo,2,24,20,3,3,1,28,22
(vertigo) Paroymsal  Positional Vertigo,1,30,11,2,2,3,30,29
(vertigo) Paroymsal  Positional Vertigo,3,26,14,1,1,1,28,43
(vertigo) Paroymsal  Positional Vertigo,2,22,19,2,3,2,30,24
(vertigo) Paroymsal  Positional Vertigo,1,27,10,3,1,3,29,33
(vertigo) Paroymsal  Positional Vertigo,3,26,16,1,3,2,30,31
(vertigo) Paroymsal  Positional Vertigo,1,30,17,2,2,3,28,29
(vertigo) Paroymsal  Positional Vertigo,3,22,15,3,3,1,29,24
Acne,2,30,13,1,1,2,28,40
Acne,3,23,8,2,3,1,29,26
Acne,1,25,1,3,1,3,28,33
Acne,3,27,12,2,2,2,29,29
Acne,1,22,14,1,1,3,28,43
Acne,3,27,17,2,3,1,30,26
Acne,1,21,20,3,2,3,28,26
Acne,3,23,1,2,3,1,30,26
Acne,1,27,2,3,2,2,29,22
Acne,3,29,17,2,1,3,28,44
Urinary tract infection,1,30,19,3,2,2,30,22
Urinary tract infection,3,25,8,2,1,3,28,44
Urinary tract infection,2,28,9,3,3,2,29,22
Urinary tract infection,3,26,11,1,1,3,28,52
Urinary tract infection,2,22,6,3,2,1,29,24
Urinary tract infection,3,21,17,2,3,3,28,31
Urinary tract infection,2,25,4,3,2,1,29,24
Urinary tract infection,1,23,7,1,1,2,28,36
Urinary tract infection,3,26,16,3,2,3,29,31
Urinary tract infection,1,30,19,2,1,2,30,30
Psoriasis,3,22,1,1,3,1,29,31
Psoriasis,2,28,10,2,2,3,30,31
Psoriasis,1,23,7,1,3,2,29,26
Psoriasis,2,24,11,3,1,1,30,30
Psoriasis,1,22,4,1,2,3,28,34
Psoriasis,3,29,13,2,3,2,30,26
Psoriasis,1,27,3,3,2,1,29,22
Psoriasis,2,28,13,1,3,3,28,34
Psoriasis,3,26,1,3,2,2,29,26
Psoriasis,2,30,7,1,3,3,30,34
Impetigo,1,25,11,2,2,1,28,24
Impetigo,3,27,2,1,3,3,30,37
Impetigo,1,30,4,2,2,1,29,24
Impetigo,2,28,15,1,3,3,30,34
Impetigo,3,20,11,3,2,2,28,26
Impetigo,2,24,1,1,1,1,30,40
Impetigo,1,25,18,3,3,2,28,20
Impetigo,3,21,12,1,1,3,29,52
Impetigo,2,30,4,2,2,2,28,26
Impetigo,3,25,13,1,3,3,30,37
Fungal infection,1,23,14,2,1,2,28,15
Fungal infection,2,21,16,1,3,3,29,17
Fungal infection,1,25,17,2,2,1,28,12
Fungal infection,3,20,15,3,1,3,30,20
Fungal infection,2,30,14,1,2,2,28,15
Fungal infection,1,25,11,3,3,1,30,10
Fungal infection,3,23,19,2,1,2,28,18
Fungal infection,1,25,7,1,2,3,30,17
Fungal infection,2,26,20,2,1,2,28,16
Fungal infection,3,22,19,3,3,3,30,14
Allergy,2,20,18,1,1,2,28,40
Allergy,1,27,12,3,2,3,30,26
Allergy,3,30,10,2,3,1,28,26
Allergy,2,29,1,3,2,2,29,24
Allergy,1,21,16,2,1,3,28,36
Allergy,3,28,17,3,3,1,29,24
Allergy,2,26,5,1,2,3,28,37
Allergy,1,22,15,3,1,2,30,28
Allergy,3,23,13,1,3,3,28,37
Allergy,2,30,2,2,1,2,29,33
GERD,1,25,9,3,2,1,30,22
GERD,3,24,1,2,1,3,29,44
GERD,1,22,17,3,3,1,30,20
GERD,2,26,4,1,2,2,28,31
GERD,3,20,17,2,3,3,29,31
GERD,1,30,12,1,2,2,28,28
GERD,2,20,18,3,3,1,30,22
GERD,3,25,19,2,1,3,28,44
GERD,1,26,5,3,3,2,30,20
GERD,3,24,16,2,2,3,28,34
Chronic cholestasis,1,25,4,1,1,2,30,36
Chronic cholestasis,2,27,2,3,3,3,29,26
Chronic cholestasis,1,29,1,2,1,2,30,30
Chronic cholestasis,3,23,12,3,2,3,28,31
Chronic cholestasis,1,21,19,2,3,2,30,22
Chronic cholestasis,3,25,8,1,2,1,29,34
Chronic cholestasis,1,21,14,2,1,3,28,36
Chronic cholestasis,3,20,11,3,2,2,30,26
Chronic cholestasis,1,29,8,1,1,3,28,43
Chronic cholestasis,2,23,2,3,3,1,29,22
Drug Reaction,1,30,11,2,1,3,30,36
Drug Reaction,2,28,10,3,2,1,29,24
Drug Reaction,1,29,1,1,1,3,30,43
Drug Reaction,2,25,16,3,3,1,28,22
Drug Reaction,1,27,5,2,2,2,29,24
Drug Reaction,3,21,19,1,3,1,28,31
Drug Reaction,2,24,16,2,1,3,30,40
Drug Reaction,1,23,15,3,2,1,28,22
Drug Reaction,2,25,14,1,3,2,30,28
Drug Reaction,1,27,17,2,1,1,29,30
Peptic ulcer diseae,3,23,9,1,2,2,30,34
Peptic ulcer diseae,1,26,3,2,3,1,28,22
Peptic ulcer diseae,2,22,19,1,2,3,29,37
Peptic ulcer diseae,3,28,10,2,1,2,28,36
Peptic ulcer diseae,1,24,7,1,3,3,30,31
Peptic ulcer diseae,3,22,20,2,1,2,28,36
Peptic ulcer diseae,2,21,7,3,2,1,29,24
Peptic ulcer diseae,3,25,13,2,1,2,28,36
Peptic ulcer diseae,1,24,4,3,3,3,29,24
Peptic ulcer diseae,3,27,14,2,1,1,28,36
AIDS,1,20,13,3,3,2,30,20
AIDS,3,24,16,2,1,3,28,44
AIDS,1,27,8,3,3,2,30,20
AIDS,2,25,3,1,2,3,28,37
AIDS,3,27,10,2,1,2,30,36
AIDS,1,29,1,3,2,1,29,22
AIDS,2,25,6,1,3,2,28,28
AIDS,1,24,18,2,2,1,30,24
AIDS,2,28,8,3,1,2,29,30
AIDS,1,27,16,2,2,1,28,24
Diabetes ,3,20,1,1,3,3,29,37
Diabetes ,1,23,16,3,1,1,28,28
Diabetes ,2,25,10,1,3,2,30,28
Diabetes ,1,24,13,2,1,1,28,30
Diabetes ,3,25,16,1,3,2,29,31
Diabetes ,1,26,2,2,2,1,30,24
Diabetes ,2,21,7,3,3,2,29,22
Diabetes ,1,30,1,2,1,3,30,36
Diabetes ,3,26,4,1,2,2,29,34
Diabetes ,1,25,7,2,3,3,28,26
Gastroenteritis,2,23,2,1,2,1,30,31
Gastroenteritis,3,29,14,3,3,2,29,24
Gastroenteritis,1,25,15,1,2,1,30,28
Gastroenteritis,3,28,18,2,3,2,29,26
Gastroenteritis,2,22,6,1,1,1,30,40
Gastroenteritis,3,20,17,3,2,3,28,31
Gastroenteritis,2,30,15,2,1,2,30,33
Gastroenteritis,3,24,17,3,3,3,29,28
Gastroenteritis,1,20,9,1,1,1,30,36
Gastroenteritis,2,22,20,2,2,2,28,26
Bronchial Asthma,3,23,19,3,1,3,29,40
Bronchial Asthma,1,26,9,2,3,1,30,22
Bronchial Asthma,2,25,6,1,2,2,29,31
Bronchial Asthma,3,21,3,2,3,3,28,31
Bronchial Asthma,1,30,18,3,1,1,29,28
Bronchial Asthma,3,28,14,1,2,3,28,41
Bronchial Asthma,1,20,17,2,1,2,30,30
Bronchial Asthma,2,24,10,3,2,3,28,29
Bronchial Asthma,3,21,17,1,1,2,30,43
Bronchial Asthma,2,23,6,3,3,1,29,22
Hypertension ,3,24,10,2,1,2,28,36
Hypertension ,1,28,17,3,2,3,30,26
Hypertension ,2,22,2,1,1,1,28,40
Hypertension ,3,23,11,3,3,2,30,24
Hypertension ,1,30,1,1,2,3,29,34
Hypertension ,3,22,8,3,1,2,28,33
Hypertension ,1,25,17,2,3,3,29,26
Hypertension ,2,24,15,1,1,1,30,40
Hypertension ,3,22,7,2,2,2,29,29
Hypertension ,1,25,8,3,1,3,28,33
Migraine,3,30,4,2,3,2,30,26
Migraine,2,26,5,1,2,3,29,37
Migraine,3,20,15,3,3,1,28,24
Migraine,2,22,3,2,2,3,30,31
Migraine,1,30,19,3,1,2,28,28
Migraine,2,23,16,1,2,3,30,37
Migraine,3,21,9,3,3,2,29,24
Migraine,1,29,14,2,2,1,28,24
Migraine,3,21,9,3,1,2,29,33
Migraine,2,23,18,2,3,1,28,24
Cervical spondylosis,3,26,20,1,2,3,29,41
Cervical spondylosis,1,21,13,3,1,1,30,28
Cervical spondylosis,3,28,4,1,3,2,29,31
Cervical spondylosis,2,25,14,3,1,1,30,30
Cervical spondylosis,1,20,2,1,3,2,28,26
Cervical spondylosis,2,22,1,3,2,1,30,24
Cervical spondylosis,1,24,15,1,3,2,28,26
Cervical spondylosis,3,30,18,2,1,1,29,36
Cervical spondylosis,1,23,16,3,3,3,28,24
Cervical spondylosis,2,24,20,2,2,1,30,26
Paralysis (brain hemorrhage),1,29,13,3,3,3,28,24
Paralysis (brain hemorrhage),3,22,11,1,1,1,30,43
Paralysis (brain hemorrhage),2,27,13,2,2,3,29,31
Paralysis (brain hemorrhage),3,21,8,3,3,2,30,24
Paralysis (brain hemorrhage),2,25,7,2,1,3,29,40
Paralysis (brain hemorrhage),3,24,11,1,2,1,28,34
Paralysis (brain hemorrhage),1,26,16,3,1,2,29,28
Paralysis (brain hemorrhage),3,20,8,2,3,1,30,26
Paralysis (brain hemorrhage),1,27,18,1,1,3,28,43
Paralysis (brain hemorrhage),2,22,5,3,3,1,29,22
Jaundice,3,26,13,1,2,3,30,41
Jaundice,2,23,10,2,3,1,29,24
Jaundice,3,21,4,1,2,3,28,41
Jaundice,2,26,8,2,1,2,29,33
Jaundice,1,30,2,3,3,1,30,20
Jaundice,3,21,11,1,2,3,28,41
Jaundice,2,20,6,3,3,2,29,22
Jaundice,1,27,2,2,1,3,30,36
Jaundice,2,21,16,3,3,2,29,22
Jaundice,3,29,2,2,1,1,28,36
Malaria,2,20,11,1,2,3,30,94
Malaria,3,22,19,2,1,2,29,92
Malaria,2,20,4,3,2,3,28,72
Malaria,3,29,16,1,1,2,30,95
Malaria,2,27,7,2,2,1,29,66
Malaria,1,20,1,3,3,3,30,60
Malaria,2,21,9,1,2,1,29,78
Malaria,1,22,19,2,3,3,30,66
Malaria,2,28,17,3,1,1,29,77
Malaria,3,21,5,1,3,3,30,93
Chicken pox,1,22,8,2,1,1,28,30
Chicken pox,3,25,15,1,3,3,29,37
Chicken pox,1,30,10,2,1,2,28,30
Chicken pox,2,27,9,3,2,3,30,29
Chicken pox,1,29,1,1,1,1,29,36
Chicken pox,2,27,16,2,2,3,30,31
Chicken pox,1,24,7,3,3,2,29,20
Chicken pox,2,28,9,1,2,3,30,37
Chicken pox,1,20,1,3,3,2,28,20
Chicken pox,2,30,13,2,2,1,30,26
Dengue,3,21,14,3,3,3,29,79
Dengue,2,26,15,2,1,2,28,93
Dengue,1,28,17,1,3,1,29,71
Dengue,2,23,20,3,2,3,28,79
Dengue,3,20,14,1,3,2,29,85
Dengue,1,21,4,2,2,1,30,66
Dengue,3,26,14,1,3,3,29,95
Dengue,2,23,15,3,1,1,28,84
Dengue,1,25,13,2,3,3,29,72
Dengue,3,21,2,3,2,2,28,72
Typhoid,2,28,14,1,1,3,29,48
Typhoid,3,22,7,2,3,1,28,26
Typhoid,1,29,12,3,1,3,29,33
Typhoid,2,26,8,1,2,2,28,31
Typhoid,1,27,19,2,3,1,29,22
Typhoid,3,30,12,1,2,3,28,41
Typhoid,2,23,19,2,1,1,29,33
Typhoid,3,29,6,1,2,3,30,41
Typhoid,2,23,14,3,1,2,28,30
Typhoid,1,27,6,1,2,3,30,34
hepatitis A,3,23,12,3,1,1,28,33
hepatitis A,2,22,10,2,2,2,30,26
hepatitis A,1,20,11,1,3,1,29,26
hepatitis A,2,28,4,3,1,2,30,30
hepatitis A,1,27,14,1,2,1,28,28
hepatitis A,2,22,8,2,3,3,29,29
hepatitis A,3,21,14,3,1,2,28,33
hepatitis A,2,30,2,1,2,1,30,31
hepatitis A,3,25,16,3,1,3,28,40
hepatitis A,2,27,14,1,2,2,29,31
Hepatitis B,1,25,2,2,3,1,30,22
Hepatitis B,3,27,10,3,2,3,29,31
Hepatitis B,1,22,9,2,3,1,30,22
Hepatitis B,2,26,13,1,1,2,28,40
Hepatitis B,1,23,3,2,3,1,30,22
Hepatitis B,2,24,8,3,2,3,28,29
Hepatitis B,3,27,20,1,3,1,30,31
Hepatitis B,1,20,16,3,1,3,29,33
Hepatitis B,3,30,9,2,3,1,28,26
Hepatitis B,1,27,19,1,2,2,29,28
Hepatitis C,3,28,20,2,3,1,28,26
Hepatitis C,1,24,13,1,2,2,29,28
Hepatitis C,3,21,5,2,3,3,28,31
Hepatitis C,2,27,6,1,1,1,29,40
Hepatitis C,3,26,17,2,2,2,30,29
Hepatitis C,1,28,1,1,1,1,29,36
Hepatitis C,2,29,4,3,3,2,28,22
Hepatitis C,3,28,18,2,1,1,30,36
Hepatitis C,2,25,13,3,3,3,28,26
Hepatitis C,3,29,11,2,1,2,29,36
Hepatitis D,1,30,3,3,3,1,30,20
Hepatitis D,2,23,4,1,1,3,28,48
Hepatitis D,1,26,20,3,3,1,30,20
Hepatitis D,3,25,1,2,1,3,28,44
Hepatitis D,2,29,6,1,2,2,29,31
Hepatitis D,3,21,20,3,1,3,30,40
Hepatitis D,1,22,12,1,3,2,28,26
Hepatitis D,3,30,9,3,2,3,29,31
Hepatitis D,1,27,16,2,1,2,30,30
Hepatitis D,3,29,14,1,3,1,29,31
Hepatitis E,1,28,9,3,1,3,28,33
Hepatitis E,3,25,3,1,3,2,30,31
Hepatitis E,2,23,5,2,1,3,28,40
Hepatitis E,1,22,1,1,3,2,30,26
Hepatitis E,2,30,18,2,2,1,28,26
Hepatitis E,1,27,20,3,3,3,29,24
Hepatitis E,2,28,9,2,2,2,30,26
Hepatitis E,3,24,18,1,3,3,29,37
Hepatitis E,1,27,10,2,1,2,28,30
Hepatitis E,3,23,6,1,2,3,30,41
Alcoholic hepatitis,2,29,8,3,1,2,28,30
Alcoholic hepatitis,1,27,19,1,2,1,30,28
